File Name,Time Stamp,Storage Group,Sample,Day of Experiment,Ripening Index Classification
T10_d19_253_a_4,2022-04-22 12:54,T10,253,19,4
T10_d19_253_b_4,2022-04-22 12:54,T10,253,19,4
T10_d20_253_a_4,2022-04-23 12:27,T10,253,20,4
T10_d20_253_b_4,2022-04-23 12:28,T10,253,20,4
T10_d21_253_a_4,2022-04-24 14:39,T10,253,21,4
T10_d21_253_b_4,2022-04-24 14:39,T10,253,21,4
T10_d22_253_a_4,2022-04-25 14:32,T10,253,22,4
T10_d22_253_b_4,2022-04-25 14:32,T10,253,22,4
T10_d23_253_a_4,2022-04-26 11:58,T10,253,23,4
T10_d23_253_b_4,2022-04-26 11:59,T10,253,23,4
T10_d24_253_a_4,2022-04-27 15:16,T10,253,24,4
T10_d24_253_b_4,2022-04-27 15:16,T10,253,24,4
T10_d25_253_a_5,2022-04-28 17:57,T10,253,25,5
T10_d25_253_b_5,2022-04-28 17:57,T10,253,25,5
T10_d26_233_b_5,2022-04-29 14:22,T10,233,26,5
T10_d01_254_a_1,2022-04-04 11:57,T10,254,1,1
T10_d01_254_b_1,2022-04-04 11:57,T10,254,1,1
T10_d02_254_a_1,2022-04-05 11:56,T10,254,2,1
T10_d02_254_b_1,2022-04-05 11:56,T10,254,2,1
T10_d03_254_a_1,2022-04-06 11:13,T10,254,3,1
T10_d03_254_b_1,2022-04-06 11:13,T10,254,3,1
T10_d04_254_a_1,2022-04-07 10:48,T10,254,4,1
T10_d04_254_b_1,2022-04-07 10:48,T10,254,4,1
T10_d05_254_a_1,2022-04-08 11:30,T10,254,5,1
T10_d05_254_b_1,2022-04-08 11:30,T10,254,5,1
T10_d06_254_a_1,2022-04-09 11:55,T10,254,6,1
T10_d06_254_b_1,2022-04-09 11:55,T10,254,6,1
T10_d07_254_a_1,2022-04-10 11:49,T10,254,7,1
T10_d07_254_b_1,2022-04-10 11:49,T10,254,7,1
T10_d08_254_a_2,2022-04-11 11:13,T10,254,8,2
T10_d08_254_b_2,2022-04-11 11:14,T10,254,8,2
T10_d09_254_a_2,2022-04-12 11:28,T10,254,9,2
T10_d09_254_b_2,2022-04-12 11:28,T10,254,9,2
T10_d10_254_a_2,2022-04-13 11:22,T10,254,10,2
T10_d10_254_b_2,2022-04-13 11:22,T10,254,10,2
T10_d11_254_a_3,2022-04-14 11:45,T10,254,11,3
T10_d11_254_b_3,2022-04-14 11:46,T10,254,11,3
T10_d12_254_a_3,2022-04-15 16:15,T10,254,12,3
T10_d12_254_b_3,2022-04-15 16:15,T10,254,12,3
T10_d13_254_a_3,2022-04-16 13:37,T10,254,13,3
T10_d13_254_b_3,2022-04-16 13:37,T10,254,13,3
T10_d14_254_a_3,2022-04-17 15:15,T10,254,14,3
T10_d14_254_b_3,2022-04-17 15:15,T10,254,14,3
T10_d15_254_a_3,2022-04-18 15:42,T10,254,15,3
T10_d15_254_b_3,2022-04-18 15:42,T10,254,15,3
T10_d16_254_a_3,2022-04-19 12:19,T10,254,16,3
T10_d16_254_b_3,2022-04-19 12:19,T10,254,16,3
T10_d17_254_a_4,2022-04-20 12:11,T10,254,17,4
T10_d17_254_b_4,2022-04-20 12:11,T10,254,17,4
T10_d18_254_a_4,2022-04-21 13:40,T10,254,18,4
T10_d18_254_b_4,2022-04-21 13:40,T10,254,18,4
T10_d19_254_a_5,2022-04-22 12:55,T10,254,19,5
T10_d19_254_b_5,2022-04-22 12:55,T10,254,19,5
T10_d20_254_a_5,2022-04-23 12:28,T10,254,20,5
T10_d20_254_b_5,2022-04-23 12:28,T10,254,20,5
T10_d21_254_a_5,2022-04-24 14:40,T10,254,21,5
T10_d21_254_b_5,2022-04-24 14:40,T10,254,21,5
T10_d22_254_a_5,2022-04-25 14:33,T10,254,22,5
T10_d22_254_b_5,2022-04-25 14:33,T10,254,22,5
T10_d23_254_a_5,2022-04-26 11:59,T10,254,23,5
T10_d23_254_b_5,2022-04-26 11:59,T10,254,23,5
T10_d24_254_a_5,2022-04-27 15:17,T10,254,24,5
T10_d24_254_b_5,2022-04-27 15:17,T10,254,24,5
T10_d25_254_a_5,2022-04-28 17:57,T10,254,25,5
T10_d25_254_b_5,2022-04-28 17:57,T10,254,25,5
T10_d26_254_a_5,2022-04-29 14:22,T10,254,26,5
T10_d26_254_b_5,2022-04-29 14:22,T10,254,26,5
T20_d01_255_a_1,2022-04-04 19:40,T20,255,1,1
T20_d01_255_b_1,2022-04-04 19:40,T20,255,1,1
T20_d02_255_a_1,2022-04-05 14:58,T20,255,2,1
T20_d02_255_b_1,2022-04-05 14:58,T20,255,2,1
T20_d03_255_a_2,2022-04-06 14:11,T20,255,3,2
T20_d03_255_b_2,2022-04-06 14:11,T20,255,3,2
T20_d04_255_a_2,2022-04-07 14:11,T20,255,4,2
T20_d04_255_b_2,2022-04-07 14:11,T20,255,4,2
T20_d05_255_a_3,2022-04-08 15:13,T20,255,5,3
T20_d05_255_b_3,2022-04-08 15:13,T20,255,5,3
T20_d06_255_a_3,2022-04-09 15:18,T20,255,6,3
T20_d06_255_b_3,2022-04-09 15:18,T20,255,6,3
T20_d07_255_a_4,2022-04-10 15:34,T20,255,7,4
T20_d07_255_b_4,2022-04-10 15:34,T20,255,7,4
T20_d08_255_a_4,2022-04-11 14:54,T20,255,8,4
T20_d08_255_b_4,2022-04-11 14:54,T20,255,8,4
T20_d09_255_a_4,2022-04-12 15:48,T20,255,9,4
T20_d09_255_b_4,2022-04-12 15:49,T20,255,9,4
T20_d10_255_a_5,2022-04-13 13:07,T20,255,10,5
T20_d10_255_b_5,2022-04-13 13:07,T20,255,10,5
T20_d11_255_a_5,2022-04-14 15:34,T20,255,11,5
T20_d11_255_b_5,2022-04-14 15:34,T20,255,11,5
T20_d01_256_a_1,2022-04-04 19:07,T20,256,1,1
T20_d01_256_b_1,2022-04-04 19:08,T20,256,1,1
T20_d02_256_a_1,2022-04-05 14:28,T20,256,2,1
T20_d02_256_b_1,2022-04-05 14:28,T20,256,2,1
T20_d03_256_a_2,2022-04-06 15:24,T20,256,3,2
T20_d03_256_b_2,2022-04-06 15:24,T20,256,3,2
T20_d04_256_a_2,2022-04-07 14:47,T20,256,4,2
T20_d04_256_b_2,2022-04-07 14:47,T20,256,4,2
T20_d05_256_a_3,2022-04-08 16:18,T20,256,5,3
T20_d05_256_b_3,2022-04-08 16:18,T20,256,5,3
T20_d06_256_a_3,2022-04-09 15:50,T20,256,6,3
T20_d06_256_b_3,2022-04-09 15:50,T20,256,6,3
T20_d07_256_a_3,2022-04-10 14:40,T20,256,7,3
T20_d07_256_b_3,2022-04-10 14:40,T20,256,7,3
T20_d08_256_a_4,2022-04-11 15:37,T20,256,8,4
T20_d08_256_b_4,2022-04-11 15:38,T20,256,8,4
T20_d09_256_a_4,2022-04-12 15:09,T20,256,9,4
T20_d09_256_b_4,2022-04-12 15:09,T20,256,9,4
T20_d10_256_a_5,2022-04-13 13:35,T20,256,10,5
T20_d10_256_b_5,2022-04-13 13:35,T20,256,10,5
T20_d11_256_a_5,2022-04-14 16:42,T20,256,11,5
T20_d11_256_b_5,2022-04-14 16:42,T20,256,11,5
Tam_d01_257_a_1,2022-04-04 17:59,Tam,257,1,1
Tam_d01_257_b_1,2022-04-04 17:59,Tam,257,1,1
Tam_d02_257_a_2,2022-04-05 17:10,Tam,257,2,2
Tam_d02_257_b_2,2022-04-05 17:10,Tam,257,2,2
Tam_d03_257_a_3,2022-04-06 18:30,Tam,257,3,3
Tam_d03_257_b_3,2022-04-06 18:30,Tam,257,3,3
Tam_d04_257_a_4,2022-04-07 17:07,Tam,257,4,4
Tam_d04_257_b_4,2022-04-07 17:07,Tam,257,4,4
Tam_d05_257_a_4,2022-04-08 18:13,Tam,257,5,4
Tam_d05_257_b_4,2022-04-08 18:13,Tam,257,5,4
Tam_d06_257_a_4,2022-04-09 17:33,Tam,257,6,4
Tam_d06_257_b_4,2022-04-09 17:33,Tam,257,6,4
Tam_d07_257_a_4,2022-04-10 16:45,Tam,257,7,4
Tam_d07_257_b_4,2022-04-10 16:45,Tam,257,7,4
Tam_d08_257_a_5,2022-04-11 17:32,Tam,257,8,5
Tam_d08_257_b_5,2022-04-11 17:32,Tam,257,8,5
Tam_d09_257_a_5,2022-04-12 17:07,Tam,257,9,5
Tam_d09_257_b_5,2022-04-12 17:07,Tam,257,9,5
Tam_d10_257_a_5,2022-04-13 15:24,Tam,257,10,5
Tam_d10_257_b_5,2022-04-13 15:24,Tam,257,10,5
Tam_d11_257_a_5,2022-04-14 17:48,Tam,257,11,5
Tam_d11_257_b_5,2022-04-14 17:48,Tam,257,11,5
T20_d01_258_a_1,2022-04-04 19:41,T20,258,1,1
T20_d01_258_b_1,2022-04-04 19:41,T20,258,1,1
T20_d02_258_a_2,2022-04-05 14:59,T20,258,2,2
T20_d02_258_b_2,2022-04-05 14:59,T20,258,2,2
T20_d03_258_a_2,2022-04-06 14:12,T20,258,3,2
T20_d03_258_b_2,2022-04-06 14:12,T20,258,3,2
T20_d04_258_a_3,2022-04-07 14:12,T20,258,4,3
T20_d04_258_b_3,2022-04-07 14:12,T20,258,4,3
T20_d05_258_a_4,2022-04-08 15:13,T20,258,5,4
T20_d05_258_b_4,2022-04-08 15:13,T20,258,5,4
T20_d06_258_a_4,2022-04-09 15:19,T20,258,6,4
T20_d06_258_b_4,2022-04-09 15:19,T20,258,6,4
T20_d07_258_a_4,2022-04-10 15:34,T20,258,7,4
T20_d07_258_b_4,2022-04-10 15:34,T20,258,7,4
T20_d08_258_a_4,2022-04-11 14:55,T20,258,8,4
T20_d08_258_b_4,2022-04-11 14:55,T20,258,8,4
T20_d09_258_a_4,2022-04-12 15:49,T20,258,9,4
T20_d09_258_b_4,2022-04-12 15:49,T20,258,9,4
T20_d10_258_a_5,2022-04-13 13:07,T20,258,10,5
T20_d10_258_b_5,2022-04-13 13:07,T20,258,10,5
T20_d11_258_a_5,2022-04-14 15:34,T20,258,11,5
T20_d11_258_b_5,2022-04-14 15:34,T20,258,11,5
T20_d01_259_a_1,2022-04-04 19:08,T20,259,1,1
T20_d01_259_b_1,2022-04-04 19:08,T20,259,1,1
T20_d02_259_a_2,2022-04-05 14:28,T20,259,2,2
T20_d02_259_b_2,2022-04-05 14:28,T20,259,2,2
T20_d03_259_a_2,2022-04-06 15:24,T20,259,3,2
T20_d03_259_b_2,2022-04-06 15:24,T20,259,3,2
T20_d04_259_a_3,2022-04-07 14:48,T20,259,4,3
T20_d04_259_b_3,2022-04-07 14:48,T20,259,4,3
T20_d05_259_a_3,2022-04-08 16:19,T20,259,5,3
T20_d05_259_b_3,2022-04-08 16:19,T20,259,5,3
T20_d06_259_a_3,2022-04-09 15:50,T20,259,6,3
T20_d06_259_b_3,2022-04-09 15:50,T20,259,6,3
T20_d07_259_a_3,2022-04-10 14:40,T20,259,7,3
T20_d07_259_b_3,2022-04-10 14:40,T20,259,7,3
T20_d08_259_a_4,2022-04-11 15:38,T20,259,8,4
T20_d08_259_b_4,2022-04-11 15:38,T20,259,8,4
T20_d09_259_a_4,2022-04-12 15:09,T20,259,9,4
T20_d09_259_b_4,2022-04-12 15:09,T20,259,9,4
T20_d10_259_a_5,2022-04-13 13:35,T20,259,10,5
T20_d10_259_b_5,2022-04-13 13:35,T20,259,10,5
T20_d11_259_a_5,2022-04-14 16:42,T20,259,11,5
T20_d11_259_b_5,2022-04-14 16:43,T20,259,11,5
T20_d01_260_a_1,2022-04-04 19:08,T20,260,1,1
T20_d01_260_b_1,2022-04-04 19:08,T20,260,1,1
T20_d02_260_a_1,2022-04-05 14:30,T20,260,2,1
T20_d02_260_b_1,2022-04-05 14:30,T20,260,2,1
T20_d03_260_a_2,2022-04-06 15:25,T20,260,3,2
T20_d03_260_b_2,2022-04-06 15:25,T20,260,3,2
T20_d04_260_a_2,2022-04-07 14:48,T20,260,4,2
T20_d04_260_b_2,2022-04-07 14:49,T20,260,4,2
T20_d05_260_a_2,2022-04-08 16:19,T20,260,5,2
T20_d05_260_b_2,2022-04-08 16:19,T20,260,5,2
T20_d06_260_a_2,2022-04-09 15:51,T20,260,6,2
T20_d06_260_b_2,2022-04-09 15:51,T20,260,6,2
T20_d07_260_a_3,2022-04-10 14:41,T20,260,7,3
T20_d07_260_b_3,2022-04-10 14:41,T20,260,7,3
T20_d08_260_a_4,2022-04-11 15:38,T20,260,8,4
T20_d08_260_b_4,2022-04-11 15:38,T20,260,8,4
T20_d09_260_a_4,2022-04-12 15:10,T20,260,9,4
T20_d09_260_b_4,2022-04-12 15:10,T20,260,9,4
T20_d10_260_a_5,2022-04-13 13:35,T20,260,10,5
T20_d10_260_b_5,2022-04-13 13:36,T20,260,10,5
T20_d11_260_a_5,2022-04-14 16:43,T20,260,11,5
T20_d11_260_b_5,2022-04-14 16:43,T20,260,11,5
Tam_d01_261_a_1,2022-04-03 17:25,Tam,261,1,1
Tam_d01_261_b_1,2022-04-03 17:25,Tam,261,1,1
Tam_d02_261_a_2,2022-04-05 18:02,Tam,261,2,2
Tam_d02_261_b_2,2022-04-05 18:02,Tam,261,2,2
Tam_d03_261_a_2,2022-04-06 17:55,Tam,261,3,2
Tam_d03_261_b_2,2022-04-06 17:55,Tam,261,3,2
Tam_d04_261_a_3,2022-04-07 16:09,Tam,261,4,3
Tam_d04_261_b_3,2022-04-07 16:10,Tam,261,4,3
Tam_d05_261_a_3,2022-04-08 17:44,Tam,261,5,3
Tam_d05_261_b_3,2022-04-08 17:44,Tam,261,5,3
Tam_d06_261_a_4,2022-04-09 17:09,Tam,261,6,4
Tam_d06_261_b_4,2022-04-09 17:09,Tam,261,6,4
Tam_d07_261_a_4,2022-04-10 16:23,Tam,261,7,4
Tam_d07_261_b_4,2022-04-10 16:23,Tam,261,7,4
Tam_d08_261_a_4,2022-04-11 17:03,Tam,261,8,4
Tam_d08_261_b_4,2022-04-11 17:03,Tam,261,8,4
Tam_d09_261_a_5,2022-04-12 16:32,Tam,261,9,5
Tam_d09_261_b_5,2022-04-12 16:32,Tam,261,9,5
Tam_d10_261_a_5,2022-04-13 15:52,Tam,261,10,5
Tam_d10_261_b_5,2022-04-13 15:52,Tam,261,10,5
Tam_d11_261_a_5,2022-04-14 18:15,Tam,261,11,5
Tam_d11_261_b_5,2022-04-14 18:15,Tam,261,11,5
T10_d01_262_a_1,2022-04-04 11:57,T10,262,1,1
T10_d01_262_b_1,2022-04-04 11:57,T10,262,1,1
T10_d02_262_a_1,2022-04-05 11:56,T10,262,2,1
T10_d02_262_b_1,2022-04-05 11:57,T10,262,2,1
T10_d03_262_a_1,2022-04-06 11:14,T10,262,3,1
T10_d03_262_b_1,2022-04-06 11:14,T10,262,3,1
T10_d04_262_a_1,2022-04-07 10:49,T10,262,4,1
T10_d04_262_b_1,2022-04-07 10:49,T10,262,4,1
T10_d05_262_a_1,2022-04-08 11:30,T10,262,5,1
T10_d05_262_b_1,2022-04-08 11:30,T10,262,5,1
T10_d06_262_a_1,2022-04-09 11:55,T10,262,6,1
T10_d06_262_b_1,2022-04-09 11:55,T10,262,6,1
T10_d07_262_a_1,2022-04-10 11:49,T10,262,7,1
T10_d07_262_b_1,2022-04-10 11:49,T10,262,7,1
T10_d08_262_a_1,2022-04-11 11:14,T10,262,8,1
T10_d08_262_b_1,2022-04-11 11:14,T10,262,8,1
T10_d09_262_a_2,2022-04-12 11:28,T10,262,9,2
T10_d09_262_b_2,2022-04-12 11:28,T10,262,9,2
T10_d10_262_a_2,2022-04-13 11:22,T10,262,10,2
T10_d10_262_b_2,2022-04-13 11:23,T10,262,10,2
T10_d11_262_a_2,2022-04-14 11:46,T10,262,11,2
T10_d11_262_b_2,2022-04-14 11:46,T10,262,11,2
T10_d12_262_a_2,2022-04-15 16:16,T10,262,12,2
T10_d12_262_b_2,2022-04-15 16:16,T10,262,12,2
T10_d13_262_a_3,2022-04-16 13:37,T10,262,13,3
T10_d13_262_b_3,2022-04-16 13:37,T10,262,13,3
T10_d14_262_a_3,2022-04-17 15:16,T10,262,14,3
T10_d14_262_b_3,2022-04-17 15:16,T10,262,14,3
T10_d15_262_a_3,2022-04-18 15:42,T10,262,15,3
T10_d15_262_b_3,2022-04-18 15:42,T10,262,15,3
T10_d16_262_a_3,2022-04-19 12:19,T10,262,16,3
T10_d16_262_b_3,2022-04-19 12:19,T10,262,16,3
T10_d17_262_a_3,2022-04-20 12:11,T10,262,17,3
T10_d17_262_b_3,2022-04-20 12:11,T10,262,17,3
T10_d18_262_a_4,2022-04-21 13:40,T10,262,18,4
T10_d18_262_b_4,2022-04-21 13:40,T10,262,18,4
T10_d19_262_a_4,2022-04-22 12:55,T10,262,19,4
T10_d19_262_b_4,2022-04-22 12:55,T10,262,19,4
T10_d20_262_a_4,2022-04-23 12:28,T10,262,20,4
T10_d20_262_b_4,2022-04-23 12:28,T10,262,20,4
T10_d21_262_a_4,2022-04-24 14:40,T10,262,21,4
T10_d21_262_b_4,2022-04-24 14:40,T10,262,21,4
T10_d22_262_a_4,2022-04-25 14:33,T10,262,22,4
T10_d22_262_b_4,2022-04-25 14:33,T10,262,22,4
T10_d23_262_a_5,2022-04-26 11:59,T10,262,23,5
T10_d23_262_b_5,2022-04-26 11:59,T10,262,23,5
T10_d24_262_a_5,2022-04-27 15:17,T10,262,24,5
T10_d24_262_b_5,2022-04-27 15:17,T10,262,24,5
T10_d25_262_a_5,2022-04-28 17:58,T10,262,25,5
T10_d25_262_b_5,2022-04-28 17:58,T10,262,25,5
T10_d26_262_a_5,2022-04-29 14:22,T10,262,26,5
T10_d26_262_b_5,2022-04-29 14:22,T10,262,26,5
T20_d01_263_a_1,2022-04-03 19:06,T20,263,1,1
T20_d01_263_b_1,2022-04-03 19:06,T20,263,1,1
T20_d02_263_a_1,2022-04-05 15:27,T20,263,2,1
T20_d02_263_b_1,2022-04-05 15:27,T20,263,2,1
T20_d03_263_a_2,2022-04-06 14:50,T20,263,3,2
T20_d03_263_b_2,2022-04-06 14:51,T20,263,3,2
T20_d04_263_a_2,2022-04-07 13:42,T20,263,4,2
T20_d04_263_b_2,2022-04-07 13:42,T20,263,4,2
T20_d05_263_a_3,2022-04-08 14:31,T20,263,5,3
T20_d05_263_b_3,2022-04-08 14:32,T20,263,5,3
T20_d06_263_a_3,2022-04-09 14:47,T20,263,6,3
T20_d06_263_b_3,2022-04-09 14:47,T20,263,6,3
T20_d07_263_a_4,2022-04-10 15:02,T20,263,7,4
T20_d07_263_b_4,2022-04-10 15:02,T20,263,7,4
T20_d08_263_a_4,2022-04-11 12:58,T20,263,8,4
T20_d08_263_b_4,2022-04-11 12:58,T20,263,8,4
T20_d09_263_a_4,2022-04-12 14:30,T20,263,9,4
T20_d09_263_b_4,2022-04-12 14:30,T20,263,9,4
T20_d10_263_a_5,2022-04-13 12:45,T20,263,10,5
T20_d10_263_b_5,2022-04-13 12:45,T20,263,10,5
T20_d11_263_a_5,2022-04-14 15:01,T20,263,11,5
T20_d11_263_b_5,2022-04-14 15:02,T20,263,11,5
Tam_d01_264_a_1,2022-04-04 18:00,Tam,264,1,1
Tam_d01_264_b_1,2022-04-04 18:00,Tam,264,1,1
Tam_d02_264_a_2,2022-04-05 17:11,Tam,264,2,2
Tam_d02_264_b_2,2022-04-05 17:11,Tam,264,2,2
Tam_d03_264_a_2,2022-04-06 18:32,Tam,264,3,2
Tam_d03_264_b_2,2022-04-06 18:32,Tam,264,3,2
Tam_d04_264_a_3,2022-04-07 17:07,Tam,264,4,3
Tam_d04_264_b_3,2022-04-07 17:07,Tam,264,4,3
Tam_d05_264_a_4,2022-04-08 18:13,Tam,264,5,4
Tam_d05_264_b_4,2022-04-08 18:14,Tam,264,5,4
Tam_d06_264_a_4,2022-04-09 17:33,Tam,264,6,4
Tam_d06_264_b_4,2022-04-09 17:33,Tam,264,6,4
Tam_d07_264_a_4,2022-04-10 16:45,Tam,264,7,4
Tam_d07_264_b_4,2022-04-10 16:45,Tam,264,7,4
Tam_d08_264_a_4,2022-04-11 17:33,Tam,264,8,4
Tam_d08_264_b_4,2022-04-11 17:33,Tam,264,8,4
Tam_d09_264_a_4,2022-04-12 17:07,Tam,264,9,4
Tam_d09_264_b_4,2022-04-12 17:07,Tam,264,9,4
Tam_d10_264_a_5,2022-04-13 15:24,Tam,264,10,5
Tam_d10_264_b_5,2022-04-13 15:24,Tam,264,10,5
Tam_d11_264_a_5,2022-04-14 17:49,Tam,264,11,5
Tam_d11_264_b_5,2022-04-14 17:49,Tam,264,11,5
T20_d01_265_a_1,2022-04-03 19:07,T20,265,1,1
T20_d01_265_b_1,2022-04-03 19:07,T20,265,1,1
T20_d02_265_a_1,2022-04-05 15:27,T20,265,2,1
T20_d02_265_b_1,2022-04-05 15:27,T20,265,2,1
T20_d03_265_a_2,2022-04-06 14:51,T20,265,3,2
T20_d03_265_b_2,2022-04-06 14:51,T20,265,3,2
T20_d04_265_a_2,2022-04-07 13:42,T20,265,4,2
T20_d04_265_b_2,2022-04-07 13:42,T20,265,4,2
T20_d05_265_a_3,2022-04-08 14:32,T20,265,5,3
T20_d05_265_b_3,2022-04-08 14:32,T20,265,5,3
T20_d06_265_a_3,2022-04-09 14:47,T20,265,6,3
T20_d06_265_b_3,2022-04-09 14:47,T20,265,6,3
T20_d07_265_a_3,2022-04-10 15:03,T20,265,7,3
T20_d07_265_b_3,2022-04-10 15:03,T20,265,7,3
T20_d08_265_a_4,2022-04-11 12:58,T20,265,8,4
T20_d08_265_b_4,2022-04-11 12:58,T20,265,8,4
T20_d09_265_a_4,2022-04-12 14:30,T20,265,9,4
T20_d09_265_b_4,2022-04-12 14:30,T20,265,9,4
T20_d10_265_a_5,2022-04-13 12:45,T20,265,10,5
T20_d10_265_b_5,2022-04-13 12:45,T20,265,10,5
T20_d11_265_a_5,2022-04-14 15:02,T20,265,11,5
T20_d11_265_b_5,2022-04-14 15:02,T20,265,11,5
T20_d01_267_a_1,2022-04-04 19:09,T20,267,1,1
T20_d01_267_b_1,2022-04-04 19:09,T20,267,1,1
T20_d02_267_a_2,2022-04-05 14:30,T20,267,2,2
T20_d02_267_b_2,2022-04-05 14:30,T20,267,2,2
T20_d03_267_a_2,2022-04-06 15:25,T20,267,3,2
T20_d03_267_b_2,2022-04-06 15:25,T20,267,3,2
T20_d04_267_a_3,2022-04-07 14:49,T20,267,4,3
T20_d04_267_b_3,2022-04-07 14:49,T20,267,4,3
T20_d05_267_a_3,2022-04-08 16:20,T20,267,5,3
T20_d05_267_b_3,2022-04-08 16:20,T20,267,5,3
T20_d06_267_a_4,2022-04-09 15:51,T20,267,6,4
T20_d06_267_b_4,2022-04-09 15:51,T20,267,6,4
T20_d07_267_a_4,2022-04-10 14:41,T20,267,7,4
T20_d07_267_b_4,2022-04-10 14:41,T20,267,7,4
T20_d08_267_a_4,2022-04-11 15:39,T20,267,8,4
T20_d08_267_b_4,2022-04-11 15:39,T20,267,8,4
T20_d09_267_a_4,2022-04-12 15:10,T20,267,9,4
T20_d09_267_b_4,2022-04-12 15:10,T20,267,9,4
T20_d10_267_a_5,2022-04-13 13:36,T20,267,10,5
T20_d10_267_b_5,2022-04-13 13:36,T20,267,10,5
T20_d11_267_a_5,2022-04-14 16:57,T20,267,11,5
T20_d11_267_b_5,2022-04-14 16:58,T20,267,11,5
T10_d01_269_a_1,2022-04-03 18:27,T10,269,1,1
T10_d01_269_b_1,2022-04-03 18:27,T10,269,1,1
T10_d02_269_a_1,2022-04-05 10:49,T10,269,2,1
T10_d02_269_b_1,2022-04-05 10:49,T10,269,2,1
T10_d03_269_a_1,2022-04-06 10:22,T10,269,3,1
T10_d03_269_b_1,2022-04-06 10:22,T10,269,3,1
T10_d04_269_a_1,2022-04-07 10:19,T10,269,4,1
T10_d04_269_b_1,2022-04-07 10:20,T10,269,4,1
T10_d05_269_a_1,2022-04-08 10:57,T10,269,5,1
T10_d05_269_b_1,2022-04-08 10:57,T10,269,5,1
T10_d06_269_a_1,2022-04-09 11:03,T10,269,6,1
T10_d06_269_b_1,2022-04-09 11:03,T10,269,6,1
T10_d07_269_a_2,2022-04-10 11:07,T10,269,7,2
T10_d07_269_b_2,2022-04-10 11:07,T10,269,7,2
T10_d08_269_a_2,2022-04-11 10:38,T10,269,8,2
T10_d08_269_b_2,2022-04-11 10:39,T10,269,8,2
T10_d09_269_a_2,2022-04-12 10:55,T10,269,9,2
T10_d09_269_b_2,2022-04-12 10:55,T10,269,9,2
T10_d10_269_a_3,2022-04-13 10:51,T10,269,10,3
T10_d10_269_b_3,2022-04-13 10:52,T10,269,10,3
T10_d11_269_a_3,2022-04-14 11:03,T10,269,11,3
T10_d11_269_b_3,2022-04-14 11:03,T10,269,11,3
T10_d12_269_a_3,2022-04-15 17:27,T10,269,12,3
T10_d12_269_b_3,2022-04-15 17:27,T10,269,12,3
T10_d13_269_a_4,2022-04-16 13:19,T10,269,13,4
T10_d13_269_b_4,2022-04-16 13:19,T10,269,13,4
T10_d14_269_a_4,2022-04-17 14:49,T10,269,14,4
T10_d14_269_b_4,2022-04-17 14:49,T10,269,14,4
T10_d15_269_a_4,2022-04-18 14:56,T10,269,15,4
T10_d15_269_b_4,2022-04-18 14:56,T10,269,15,4
T10_d16_269_a_4,2022-04-19 12:44,T10,269,16,4
T10_d16_269_b_4,2022-04-19 12:45,T10,269,16,4
T10_d17_269_a_4,2022-04-20 11:48,T10,269,17,4
T10_d17_269_b_4,2022-04-20 11:48,T10,269,17,4
T10_d18_269_a_4,2022-04-21 13:07,T10,269,18,4
T10_d18_269_b_4,2022-04-21 13:07,T10,269,18,4
T10_d19_269_a_4,2022-04-22 12:27,T10,269,19,4
T10_d19_269_b_4,2022-04-22 12:27,T10,269,19,4
T10_d20_269_a_4,2022-04-23 13:00,T10,269,20,4
T10_d20_269_b_4,2022-04-23 13:00,T10,269,20,4
T10_d21_269_a_4,2022-04-24 13:57,T10,269,21,4
T10_d21_269_b_4,2022-04-24 13:58,T10,269,21,4
T10_d22_269_a_4,2022-04-25 15:03,T10,269,22,4
T10_d22_269_b_4,2022-04-25 15:03,T10,269,22,4
T10_d23_269_a_4,2022-04-26 11:28,T10,269,23,4
T10_d23_269_b_4,2022-04-26 11:28,T10,269,23,4
T10_d24_269_a_4,2022-04-27 14:41,T10,269,24,4
T10_d24_269_b_4,2022-04-27 14:41,T10,269,24,4
T10_d25_269_a_5,2022-04-28 18:25,T10,269,25,5
T10_d25_269_b_5,2022-04-28 18:25,T10,269,25,5
T10_d26_269_a_5,2022-04-29 12:47,T10,269,26,5
T10_d26_269_b_5,2022-04-29 12:47,T10,269,26,5
Tam_d01_270_a_1,2022-04-04 18:00,Tam,270,1,1
Tam_d01_270_b_1,2022-04-04 18:01,Tam,270,1,1
Tam_d02_270_a_1,2022-04-05 17:11,Tam,270,2,1
Tam_d02_270_b_1,2022-04-05 17:11,Tam,270,2,1
Tam_d03_270_a_2,2022-04-06 18:33,Tam,270,3,2
Tam_d03_270_b_2,2022-04-06 18:33,Tam,270,3,2
Tam_d04_270_a_2,2022-04-07 17:08,Tam,270,4,2
Tam_d04_270_b_2,2022-04-07 17:08,Tam,270,4,2
Tam_d05_270_a_3,2022-04-08 18:14,Tam,270,5,3
Tam_d05_270_b_3,2022-04-08 18:14,Tam,270,5,3
Tam_d06_270_a_3,2022-04-09 17:33,Tam,270,6,3
Tam_d06_270_b_3,2022-04-09 17:33,Tam,270,6,3
Tam_d07_270_a_4,2022-04-10 16:45,Tam,270,7,4
Tam_d07_270_b_4,2022-04-10 16:45,Tam,270,7,4
Tam_d08_270_a_4,2022-04-11 17:33,Tam,270,8,4
Tam_d08_270_b_4,2022-04-11 17:33,Tam,270,8,4
Tam_d09_270_a_5,2022-04-12 17:07,Tam,270,9,5
Tam_d09_270_b_5,2022-04-12 17:08,Tam,270,9,5
